RouteStart,RouteEnd,llm_generated
GUARULHOS (NOVA BONSUCESSO),SAO PAULO (SAO MIGUEL PAULISTA),como eu faco pra ir do novo bonsucesso para sao paulo?
ARUJA (PARQUE RODRIGO BARRETO),SAO PAULO (SAO MIGUEL PAULISTA),to em aruja e quero saber como ir para sao paulo.
ARUJA (PARQUE RODRIGO BARRETO),SAO PAULO (SAO MIGUEL PAULISTA),como eu vou do aruja pra sao paulo?
ARUJA (PARQUE RODRIGO BARRETO),SAO PAULO (SAO MIGUEL PAULISTA),to em aruja e quero saber como ir para sao paulo.
ITAQUAQUECETUBA (TERMINAL URBANO ENGENHEIRO MANOEL FEIO),SAO PAULO (METRO BRAS),como eu vou do itaquaquecetuba ate o metro brasil?
ITAQUAQUECETUBA (TERMINAL URBANO ENGENHEIRO MANOEL FEIO),SAO PAULO (METRO BRAS),como eu faco pra ir do itaquaquecetuba ate o metro brasil?
ITAQUAQUECETUBA (TERMINAL URBANO ENGENHEIRO MANOEL FEIO),SAO PAULO (METRO BRAS),como eu vou do itaquaquecetuba ate o metro brasil?
GUARULHOS (VILA ANY),SAO PAULO (METRO BRAS),como eu faco pra ir do guarulhos (vila any) para sao paulo?
GUARULHOS (VILA ANY),SAO PAULO (METRO BRAS),to em vila any e quero saber como chegar em sao paulo.
GUARULHOS (VILA ANY),SAO PAULO (METRO BRAS),como eu chego do vila any em guarulhos e em sao paulo?
EMBU DAS ARTES (PARQUE PIRAJUSSARA),SAO PAULO (METRO VILA SONIA),to em embu das artes e quero saber como ir do parque pirajussara para sao paulo.
EMBU DAS ARTES (PARQUE PIRAJUSSARA),SAO PAULO (METRO VILA SONIA),to em embuas artes e quero saber como ir do meu lugar ate o metro vila sonia.
EMBU DAS ARTES (PARQUE PIRAJUSSARA),SAO PAULO (METRO VILA SONIA),como eu faco pra ir do embu das artes ate o metro vila sonia?
TABOAO DA SERRA (JARDIM SAO JUDAS TADEU),SAO PAULO (METRO VILA SONIA),como eu vou do taboao da serra para o metro vila sonia?
TABOAO DA SERRA (JARDIM SAO JUDAS TADEU),SAO PAULO (METRO VILA SONIA),como eu faco pra ir do taboao da serra ate o sao paulo?
TABOAO DA SERRA (JARDIM SAO JUDAS TADEU),SAO PAULO (METRO VILA SONIA),como eu vou do taboao da serra para o metro vila sonia?
OSASCO (JARDIM BONANCA),SAO PAULO (PINHEIROS),como eu vou do osasco para sao paulo?
OSASCO (JARDIM BONANCA),SAO PAULO (PINHEIROS),como eu faco pra ir do osasco pra sao paulo?
OSASCO (JARDIM BONANCA),SAO PAULO (PINHEIROS),como eu faco pra ir de osasco para sao paulo?
PIRAPORA DO BOM JESUS (JARDIM BOM JESUS),OSASCO (VILA YARA),como eu vou do jardim bom jesus para osasco?
PIRAPORA DO BOM JESUS (JARDIM BOM JESUS),OSASCO (VILA YARA),"como eu faco pra ir do jardim bom jesus pra vila yara, em osasco?"
PIRAPORA DO BOM JESUS (JARDIM BOM JESUS),OSASCO (VILA YARA),to em pirapora do bom jesus e quero saber como ir para a vila yara.
PIRAPORA DO BOM JESUS (IGAVETA),OSASCO (VILA YARA),como eu vou da pirapora do bom jesus para vila yara?
PIRAPORA DO BOM JESUS (IGAVETA),OSASCO (VILA YARA),como eu chego da pirapora do bom jesus ate a vila yara?
PIRAPORA DO BOM JESUS (IGAVETA),OSASCO (VILA YARA),como eu chego da pirapora do bom jesus ate a vila yara?
PIRAPORA DO BOM JESUS (JARDIM BOM JESUS),OSASCO (VILA YARA),como eu chego da vila yara em osasco?
PIRAPORA DO BOM JESUS (JARDIM BOM JESUS),OSASCO (VILA YARA),como eu vou do pirapora do bom jesus para a vila yara?
PIRAPORA DO BOM JESUS (JARDIM BOM JESUS),OSASCO (VILA YARA),como eu vou do jardim bom jesus para osasco?
FRANCO DA ROCHA (PARQUE VITORIA),FRANCISCO MORATO (CENTRO),to no parque vitoria e quero saber como ir do francisco morato.
FRANCO DA ROCHA (PARQUE VITORIA),FRANCISCO MORATO (CENTRO),to perto do parque vitoria e quero saber como ir do francisco da rocha.
FRANCO DA ROCHA (PARQUE VITORIA),FRANCISCO MORATO (CENTRO),to no parque vitoria e quero saber como ir do francisco morato.
SANTANA DE PARNAIBA (PARQUE SANTANA),SAO PAULO (LAPA),to em santana de parnaiba e quero saber como ir pra sao paulo.
SANTANA DE PARNAIBA (PARQUE SANTANA),SAO PAULO (LAPA),to em santana de parnaiba e quero saber como ir pra sao paulo.
SANTANA DE PARNAIBA (PARQUE SANTANA),SAO PAULO (LAPA),"to em santana de paranaiba e preciso saber como ir para sao paulo, sao paulo."
SANTANA DE PARNAIBA (PARQUE SANTANA),OSASCO (ESTACAO),to em santana de paranaiba e quero saber como ir para osasco.
SANTANA DE PARNAIBA (PARQUE SANTANA),OSASCO (ESTACAO),como eu vou do parque santana de parana para osso?
SANTANA DE PARNAIBA (PARQUE SANTANA),OSASCO (ESTACAO),como eu vou do parque santana ate a estacao osasco?
OSASCO (JARDIM VELOSO),SAO PAULO (LAPA),como eu vou do osasco (jardim veloso) para sao paulo?
OSASCO (JARDIM VELOSO),SAO PAULO (LAPA),como eu vou do jardim veloso para sao paulo?
OSASCO (JARDIM VELOSO),SAO PAULO (LAPA),como eu saio de osasco (jardim veloso) e chego em sao paulo (lapa)?
CARAPICUIBA (JARDIM GUAPIUVA),SAO PAULO (LAPA),como eu vou de carapicuiba para sao paulo?
CARAPICUIBA (JARDIM GUAPIUVA),SAO PAULO (LAPA),como eu vou de carapicuiba a sao paulo?
CARAPICUIBA (JARDIM GUAPIUVA),SAO PAULO (LAPA),como eu vou de carapicuiba para sao paulo?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-LESTE),SAO PAULO (METRO ITAQUERA),como eu vou do terminal metropolitano santa andre-leste para a estacao metro de sao paulo?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-LESTE),SAO PAULO (METRO ITAQUERA),como eu chego do terminal metropolitano santa andre-leste para a metro itaquera?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-LESTE),SAO PAULO (METRO ITAQUERA),como eu faco para ir do terminal metropolitano santo andre-leste para a metroa itaquera?
POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL),SAO PAULO (ESTACAO CPTM  ITAIM PAULISTA),como eu chego do terminal rodoviario pedro fava para o estacao capitolio da itaim paulista?
POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL),SAO PAULO (ESTACAO CPTM  ITAIM PAULISTA),como eu vou do terminal rodoviario pedro fava para o estacao capitana italia?
POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL),SAO PAULO (ESTACAO CPTM  ITAIM PAULISTA),como eu vou do terminal rodoviario pedro fava para o estacao capitania itaim paulista?
TABOAO DA SERRA (JARDIM SAO JUDAS TADEU),SAO PAULO (METRO VILA SONIA),to em taboao da serra e quero saber como ir do jardim sao judas tadeu para sao paulo.
TABOAO DA SERRA (JARDIM SAO JUDAS TADEU),SAO PAULO (METRO VILA SONIA),como eu vou do taboao da serra para o metro vila sonia?
TABOAO DA SERRA (JARDIM SAO JUDAS TADEU),SAO PAULO (METRO VILA SONIA),como eu vou do taboao da serra para o metro vila sonia?
EMBU DAS ARTES (TERMINAL CASA BRANCA),SAO PAULO (METRO VILA SONIA),to no terminal casa branca e quero saber como pegar o metro vila sonia.
EMBU DAS ARTES (TERMINAL CASA BRANCA),SAO PAULO (METRO VILA SONIA),to aqui no terminal casa branca em embu das artes e quero saber como pegar o metro vila sonia.
EMBU DAS ARTES (TERMINAL CASA BRANCA),SAO PAULO (METRO VILA SONIA),to no terminal casa branca e quero saber como pegar o metro vila sonia.
SAO LOURENCO DA SERRA (VILA RITA SOARES),ITAPECERICA DA SERRA (PARQUE PARAISO),como eu vou do sao lourenco da serra (vila rita soares) para o itapecerica da serra (parque paraiso)?
SAO LOURENCO DA SERRA (VILA RITA SOARES),ITAPECERICA DA SERRA (PARQUE PARAISO),como eu vou do sao lourenco da serra (vila rita soares) para o itapecerica da serra (parque paraiso)?
SAO LOURENCO DA SERRA (VILA RITA SOARES),ITAPECERICA DA SERRA (PARQUE PARAISO),como eu faco pra ir do sao lourenco da serra (vila rita soares) para o itapecerica da serra (parque paraiso)?
GUARULHOS (TERMINAL METROPOLITANO VILA GALVAO),SAO PAULO (METRO CARRAO),como eu faco pra ir do terminal metropolitano vila galvao ate o metro carrao?
GUARULHOS (TERMINAL METROPOLITANO VILA GALVAO),SAO PAULO (METRO CARRAO),como eu faco para ir do terminal metropolitano vila galvao para o metro carrao?
GUARULHOS (TERMINAL METROPOLITANO VILA GALVAO),SAO PAULO (METRO CARRAO),como eu vou do terminal metropolitano vila galvao para o metro carrao?
GUARULHOS (COCAIA),SAO PAULO (PENHA),como eu vou de guarulhos para sao paulo?
GUARULHOS (COCAIA),SAO PAULO (PENHA),to em guarulhos e to procurando como pegar no sao paulo.
GUARULHOS (COCAIA),SAO PAULO (PENHA),to em guarulhos e quero saber como ir de sao paulo para sao paulo.
GUARULHOS (TERMINAL METROPOLITANO TABOAO),SAO PAULO (METRO BRAS),como eu faco pra ir do terminal metropolitano taboa pra sao paulo?
GUARULHOS (TERMINAL METROPOLITANO TABOAO),SAO PAULO (METRO BRAS),como eu chego do terminal metropolitano taboa em sao paulo?
GUARULHOS (TERMINAL METROPOLITANO TABOAO),SAO PAULO (METRO BRAS),como eu faco pra ir do terminal metropolitano taboa pra sao paulo?
GUARULHOS (HAROLDO VELOSO),SAO PAULO (METRO BRAS),como eu vou de guarulhos para sao paulo?
GUARULHOS (HAROLDO VELOSO),SAO PAULO (METRO BRAS),to em guarulhos e quero saber como ir do aeroporto ate a capital.
GUARULHOS (HAROLDO VELOSO),SAO PAULO (METRO BRAS),como eu chego do guarulhos (haroldo veloso) ate o sao paulo (metro bras)?
GUARULHOS (PARQUE PRIMAVERA),SAO PAULO (PENHA),"to no parque primavera, queria saber como ir do guarulhos pra sao paulo."
GUARULHOS (PARQUE PRIMAVERA),SAO PAULO (PENHA),"to no parque primavera, queria saber como pegar um taxi ou onibus pra sao paulo e chegar na penha."
GUARULHOS (PARQUE PRIMAVERA),SAO PAULO (PENHA),"to no parque primavera, e quero saber como chegar de guarulhos."
GUARULHOS (JARDIM DOS EUCALIPTOS),SAO PAULO (PENHA),"como eu vou do guarulhos para sao paulo, em penha, usando transporte publico?"
GUARULHOS (JARDIM DOS EUCALIPTOS),SAO PAULO (PENHA),"como eu vou do jardim dos eucaliptos para sao paulo, penha?"
GUARULHOS (JARDIM DOS EUCALIPTOS),SAO PAULO (PENHA),como eu vou do guarulhos (jardim dos eucaliptos) para sao paulo (penha)?
SAO CAETANO DO SUL (VILA PROSPERIDADE),SAO PAULO (VILA DAS OLARIAS),como eu faco pra ir da vila prospereada de saogona pra vila das olarias?
SAO CAETANO DO SUL (VILA PROSPERIDADE),SAO PAULO (VILA DAS OLARIAS),como eu chego da vila prospereira para a vila das olarias?
SAO CAETANO DO SUL (VILA PROSPERIDADE),SAO PAULO (VILA DAS OLARIAS),to aqui na vila prospereira e quero ir pra vila das olarias.
SAO CAETANO DO SUL (BAIRRO FUNDACAO),SAO PAULO (IV CENTENARIO),como eu faco para ir de sao caet ano do sul (bairro fundacao) para sao paulo (iv centenario)?
SAO CAETANO DO SUL (BAIRRO FUNDACAO),SAO PAULO (IV CENTENARIO),to em sao caetano do sul (bairro fundacao) e quero saber como ir do meu lugar ate o saao paulo (iv centenario).
SAO CAETANO DO SUL (BAIRRO FUNDACAO),SAO PAULO (IV CENTENARIO),to em sao caetano do sul (bairro fundacao) e quero saber como ir do meu lugar ate o sao paulo (iv centenario).
GUARULHOS (PARQUE CONTINENTAL),SAO PAULO (METRO PARADA INGLESA),to no guarulhos e quero ir para o metro da parada inglesa.
GUARULHOS (PARQUE CONTINENTAL),SAO PAULO (METRO PARADA INGLESA),to no guarulhos e quero saber como ir pra sao paulo na estacao inglesa.
GUARULHOS (PARQUE CONTINENTAL),SAO PAULO (METRO PARADA INGLESA),"to no guarulhos e quero saber como ir pra sao paulo, na metro parada inglesa."
GUARULHOS (BOM CLIMA),SAO PAULO (METRO TUCURUVI),como eu vou de guarulhos para sao paulo?
GUARULHOS (BOM CLIMA),SAO PAULO (METRO TUCURUVI),como eu vou do guarulhos para sao paulo?
GUARULHOS (BOM CLIMA),SAO PAULO (METRO TUCURUVI),como eu saio de guarulhos e chego em sao paulo?
GUARULHOS (JARDIM MOREIRA),SAO PAULO (METRO TUCURUVI),to em guarulhos (jardim moreira) e quero saber como ir para sao paulo.
GUARULHOS (JARDIM MOREIRA),SAO PAULO (METRO TUCURUVI),to em guarulhos (jardim moreira) e quero saber como ir para sao paulo.
GUARULHOS (JARDIM MOREIRA),SAO PAULO (METRO TUCURUVI),to em guarulhos (jardim moreira) e quero saber como chegar em sao paulo (metro tucuruvi).
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-LESTE),SAO PAULO (JARDIM ESTHER),to no terminal metropolitano santo andere-leste e quero saber como ir pra sao paulo.
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-LESTE),SAO PAULO (JARDIM ESTHER),como eu chego do terminal metropolitano santa andre-leste ate o jardim esther?
SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-LESTE),SAO PAULO (JARDIM ESTHER),to no terminal metropolitano santa andre e quero saber como ir pra sao paulo.
GUARULHOS (COCAIA),SAO PAULO (METRO TUCURUVI),to em guarulhos e quero saber como ir do meu lugar ate sao paulo.
GUARULHOS (COCAIA),SAO PAULO (METRO TUCURUVI),to em guarulhos e quero saber como chegar em sao paulo.
GUARULHOS (COCAIA),SAO PAULO (METRO TUCURUVI),to em guarulhos e quero saber como ir de aqui para sao paulo.
GUARULHOS (JARDIM LEDA),SAO PAULO (METRO PARADA INGLESA),to em guarulhos e quero saber como ir da minha casa pro metro da parada inglesa.
GUARULHOS (JARDIM LEDA),SAO PAULO (METRO PARADA INGLESA),como eu vou do guarulhos ao metro da parada inglesa em sao paulo?
GUARULHOS (JARDIM LEDA),SAO PAULO (METRO PARADA INGLESA),to em guarulhos e quero saber como ir da estacao inglesa para sao paulo.
DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA),SAO PAULO (SANTO AMARO),como eu faco pra ir do terminal metropolitano pirapora pra sao amaro?
DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA),SAO PAULO (SANTO AMARO),como eu chego do terminal metropolitano pirapora para sao amaro?
DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA),SAO PAULO (SANTO AMARO),como eu faco pra ir do terminal metropolitano pirapora pra sao amaro?
OSASCO (JARDIM SANTA FE),SAO PAULO (LAPA),como eu chego do jardim santa fe em osasco para sao paulo?
OSASCO (JARDIM SANTA FE),SAO PAULO (LAPA),"como eu vou do jardim santa fe para sao paulo, lapao?"
OSASCO (JARDIM SANTA FE),SAO PAULO (LAPA),"como eu faco pra ir do jardim santa fe pra sao paulo, sao paulo?"
FERRAZ DE VASCONCELOS (PARQUE SAO FRANCISCO),MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES),como eu chego do ferraz de vasconcelos para mogi das cruzes?
FERRAZ DE VASCONCELOS (PARQUE SAO FRANCISCO),MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES),como eu faco pra ir do ferraz de vasconcelos ate mogi das cruzes?
FERRAZ DE VASCONCELOS (PARQUE SAO FRANCISCO),MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES),como eu vou do ferraz de vasconcelos ao mogi das cruzes?
ARUJA (CENTRO),GUARULHOS (JARDIM SANTA MENA),to em aruja e quero saber como ir para o guarulhos.
ARUJA (CENTRO),GUARULHOS (JARDIM SANTA MENA),to no aruja e quero saber como ir para o guarulhos.
ARUJA (CENTRO),GUARULHOS (JARDIM SANTA MENA),to em aruja e quero saber como ir para guarulhos.
BARUERI (CENTRO),SAO PAULO (METRO ARMENIA),como eu vou do barueri para o metro sao paulo?
BARUERI (CENTRO),SAO PAULO (METRO ARMENIA),como eu vou do barueri para o metro sao paulo?
BARUERI (CENTRO),SAO PAULO (METRO ARMENIA),como eu vou do barueri para o metro sao paulo?
RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES),SANTO ANDRE (ELCLOR),como eu faco para ir do terminal rodoviario de ribeirao pires para o santo andre?
RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES),SANTO ANDRE (ELCLOR),como eu chego do terminal rodoviario de ribeirao pires ate o santo andre?
RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES),SANTO ANDRE (ELCLOR),como eu faco para ir do terminal rodoviario de ribeirao pires para o elclor?
CAJAMAR (VAU NOVO),SAO PAULO  (PERUS),como eu faco pra ir de cajamare (vau novo) para sao paulo?
CAJAMAR (VAU NOVO),SAO PAULO  (PERUS),como eu chego de cajam (vau novo) a sao paulo?
CAJAMAR (VAU NOVO),SAO PAULO  (PERUS),como eu faco pra chegar em sao paulo a partir de cajamare (vau novo)?
CAJAMAR (LAGO AZUL),SAO PAULO (PERUS),como eu faco pra ir de cajem (lago azul) para sao paulo?
CAJAMAR (LAGO AZUL),SAO PAULO (PERUS),como eu chego de cajemar (lago azul) para sao paulo?
CAJAMAR (LAGO AZUL),SAO PAULO (PERUS),como eu faco pra ir de cajam (lago azul) para sao paulo?
GUARULHOS (TERMINAL METROPOLITANO TABOAO),SAO PAULO (PENHA),"to no guarulhos e quero saber como ir para sao paulo, na penha."
GUARULHOS (TERMINAL METROPOLITANO TABOAO),SAO PAULO (PENHA),to no terminal metropolitano taboa em guarulhos e quero saber como ir pra penha.
GUARULHOS (TERMINAL METROPOLITANO TABOAO),SAO PAULO (PENHA),como eu vou do terminal metropolitano taboa para penha?
BARUERI (PETROBRAS),OSASCO (VILA YARA),como eu vou do barueri (petrobras) para vila yara?
BARUERI (PETROBRAS),OSASCO (VILA YARA),como eu faco pra ir do barueri (petrobras) para vila yara?
BARUERI (PETROBRAS),OSASCO (VILA YARA),como eu chego da barueri (petrobras) em vila yara?
SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC),SAO PAULO (TERMINAL SACOMA),como eu faco pra ir do terminal rodoviario nicolau delc para o terminal sacramento?
SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC),SAO PAULO (TERMINAL SACOMA),como eu vou do terminal rodoviario nicolau delnico para o terminal sao paulo?
SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC),SAO PAULO (TERMINAL SACOMA),como eu faco pra ir do terminal rodoviario nicolau delnico em sao paulo para sao paulo?
EMBU DAS ARTES (JARDIM SANTO EDUARDO),SAO PAULO (METRO VILA SONIA),to em embuas artes e quero saber como ir do jardim santo eduardo para o metro vila sonia.
EMBU DAS ARTES (JARDIM SANTO EDUARDO),SAO PAULO (METRO VILA SONIA),to em embu das artes e quero saber como chegar no metro vila sonia.
EMBU DAS ARTES (JARDIM SANTO EDUARDO),SAO PAULO (METRO VILA SONIA),to em embuas artes e quero saber como ir do jardim santo angelo para o metro vila sonia.
EMBU DAS ARTES (JARDIM SAO MARCOS),SAO PAULO (METRO VILA SONIA),to em embu das artes e quero saber como chegar no metro vila sonia.
EMBU DAS ARTES (JARDIM SAO MARCOS),SAO PAULO (METRO VILA SONIA),to em embu das artes e quero saber como ir do jardim sao marcos para o metro vila sonia.
EMBU DAS ARTES (JARDIM SAO MARCOS),SAO PAULO (METRO VILA SONIA),to em embu das artes e quero saber como chegar no metro vila sonia.
EMBU DAS ARTES (JARDIM NOSSA SENHORA DE FATIMA),SAO PAULO (METRO VILA SONIA),como eu vou do embu das artes para o metro vila sonia?
EMBU DAS ARTES (JARDIM NOSSA SENHORA DE FATIMA),SAO PAULO (METRO VILA SONIA),como eu vou do embu das artes para o metro vila sonia?
EMBU DAS ARTES (JARDIM NOSSA SENHORA DE FATIMA),SAO PAULO (METRO VILA SONIA),como eu vou do embu das artes para o metro vila sonia?
EMBU DAS ARTES (JARDIM DO COLEGIO),SAO PAULO (METRO VILA SONIA),to em embu das artes e quero ir pra sao paulo.
EMBU DAS ARTES (JARDIM DO COLEGIO),SAO PAULO (METRO VILA SONIA),to em embuas artes e quero saber como ir do jardim do colegio ate o metro vila sonia.
EMBU DAS ARTES (JARDIM DO COLEGIO),SAO PAULO (METRO VILA SONIA),to em embuas artes e quero saber como ir do jardim do colegio pra sao paulo.
JANDIRA (JARDIM NOSSA SENHORA DE FATIMA),OSASCO (VILA YARA),como eu vou de jandira para osasco?
JANDIRA (JARDIM NOSSA SENHORA DE FATIMA),OSASCO (VILA YARA),como eu vou de jandira para osasco?
JANDIRA (JARDIM NOSSA SENHORA DE FATIMA),OSASCO (VILA YARA),como eu faco pra ir do jandira (jardim nossa senhora de fatima) em vila yara?
ITAPEVI (COHAB/JARDIM PAULISTA),OSASCO (VILA YARA),como eu vou do itapevi para a vila yara?
ITAPEVI (COHAB/JARDIM PAULISTA),OSASCO (VILA YARA),como eu vou do itapevi (cohab/jardimpaulista) para vila yara?
ITAPEVI (COHAB/JARDIM PAULISTA),OSASCO (VILA YARA),como eu faco para ir da itapevi (cohab) para a vila yara?
ITAPEVI (VILA GIOIA),OSASCO (VILA YARA),como eu faco para ir do itapevi para a osasco?
ITAPEVI (VILA GIOIA),OSASCO (VILA YARA),como eu faco pra ir do itapevi para a osasco?
ITAPEVI (VILA GIOIA),OSASCO (VILA YARA),como eu faco pra ir do itapevi ate a osasco?
BARUERI (PARQUE VIANA),OSASCO (CENTRO),como eu vou do barueri (parque viana) para o centro de osasco?
BARUERI (PARQUE VIANA),OSASCO (CENTRO),como eu vou do barueri (parque viana) para o centro?
BARUERI (PARQUE VIANA),OSASCO (CENTRO),como eu vou do barueri para o centro?
GUARULHOS (JARDIM FORTALEZA),SAO PAULO (METRO ARMENIA),to em guarulhos e quero saber como ir do jardim fortaleza para sao paulo.
GUARULHOS (JARDIM FORTALEZA),SAO PAULO (METRO ARMENIA),como eu vou do jardim fortaleza em guarulhos para o metro armenia em sao paulo?
GUARULHOS (JARDIM FORTALEZA),SAO PAULO (METRO ARMENIA),to em guarulhos e quero saber como ir do jardim fortaleza para sao paulo.
OSASCO (MUNHOZ JUNIOR),SAO PAULO (METRO VILA MADALENA),como eu vou do osasco (munhoz junior) para o metro vila madalena?
OSASCO (MUNHOZ JUNIOR),SAO PAULO (METRO VILA MADALENA),como eu vou do osasco (munhoz junior) para o metro vila madalena?
OSASCO (MUNHOZ JUNIOR),SAO PAULO (METRO VILA MADALENA),to em osasco e quero saber como ir para sao paulo.
SAO PAULO (SAO MIGUEL PAULISTA),GUARULHOS (TERMINAL METROPOLITANO CECAP),"como eu faco pra pegar um onibus do saulo paulista pra guarulhos, no terminal metropolitano cecap?"
SAO PAULO (SAO MIGUEL PAULISTA),GUARULHOS (TERMINAL METROPOLITANO CECAP),como eu faco pra ir do sao paulo (sao miguel paulista) para o guarulhos (terminal metropolitano cecap)?
