user_text,intent
Qual ônibus para Aeroporto?,solicitar_rota
Qual seu nome?,conversacao_geral
Quem é você?,conversacao_geral
pode tocar musica,desconhecido
como chego em Estação Sul,solicitar_rota
Gostei do atendimento,feedback
Você é um assistente?,conversacao_geral
Parada sem iluminação,feedback
asdfghjk,desconhecido
asdfghjk,desconhecido
Qual a capital da Noruega?,desconhecido
Preciso ir até Universidade saindo de Hortolândia,solicitar_rota
E aí?,conversacao_geral
Qual o resultado do jogo do Brasil?,desconhecido
Qual o ponto mais perto de Shopping Central?,solicitar_rota
Não gostei do motorista,feedback
Saindo de Vila Nova indo até Aeroporto,solicitar_rota
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
Como fazer bolo de cenoura?,desconhecido
Não entendi,conversacao_geral
q onibus vai pra Universidade?,solicitar_rota
Quem ganhou o Oscar?,desconhecido
"Se não for muito incômodo, poderia me ajudar?",conversacao_geral
Qual linha vai para Centro?,solicitar_rota
Quero ir de Hortolândia para Universidade,solicitar_rota
Qual ônibus para Aeroporto?,solicitar_rota
Preciso ir até Praça Matriz saindo de Centro,solicitar_rota
Próximo ônibus para Estação Sul,solicitar_rota
Aplicativo travando com frequência,feedback
Estou testando,conversacao_geral
Demora para atualizar horários,feedback
Valeu,conversacao_geral
Estou testando,conversacao_geral
Como aprender violão rápido?,desconhecido
Oi,conversacao_geral
vc joga?,desconhecido
Tarifa muito alta,feedback
Pode repetir?,conversacao_geral
q q é isso,desconhecido
Quem é você?,conversacao_geral
Sugestão: mais horários no pico,feedback
Informação do app não confere,feedback
Estou testando,conversacao_geral
Me mostra a rota até Rodoviária,solicitar_rota
Me leva para Praça Matriz,solicitar_rota
Pode conversar comigo?,conversacao_geral
Qual itinerário da linha 101?,solicitar_rota
Você fala português?,conversacao_geral
onibus atrasou,feedback
Me ligue mais tarde,desconhecido
Quantos planetas existem?,desconhecido
reclamacao: muito cheio,feedback
Obrigado!,conversacao_geral
Motorista foi educado,feedback
Qual o resultado do jogo do Brasil?,desconhecido
Qual seu objetivo?,conversacao_geral
Pode falar comigo?,conversacao_geral
Me mostra a rota até Terminal B,solicitar_rota
Tem ônibus Campinas -> Rodoviária?,solicitar_rota
Ônibus muito lotado,feedback
Preciso do caminho até Terminal B,solicitar_rota
Traçar rota para Terminal B,solicitar_rota
Ônibus muito lotado,feedback
Motorista dirigiu com cuidado,feedback
"Tenho que ir para Rodoviária, ajuda",solicitar_rota
Parada sem iluminação,feedback
"Olá, tudo bem?",conversacao_geral
Informação do app não confere,feedback
sudo apt-get install algo,desconhecido
Como consertar meu computador?,desconhecido
Rota mudou sem aviso,feedback
onibus atrasou,feedback
reclamacao: muito cheio,feedback
Oi,conversacao_geral
Linha 202 demorou demais,feedback
Obrigado!,conversacao_geral
Reclamação sobre limpeza do veículo,feedback
Estou testando,conversacao_geral
Sugestão: mais horários no pico,feedback
pode tocar musica,desconhecido
asdfghjk,desconhecido
"Olá, tudo bem?",conversacao_geral
app travando,feedback
Como vou de Campinas até Rodoviária?,solicitar_rota
Me ligue mais tarde,desconhecido
gostei do servico,feedback
Qual a senha do Wi-Fi?,desconhecido
pode tocar musica,desconhecido
Como investir em ações?,desconhecido
Pode explicar como usar?,conversacao_geral
Você é um assistente?,conversacao_geral
Demora para atualizar horários,feedback
Traduza isto para francês,desconhecido
Som muito alto dentro do ônibus,feedback
Próximo ônibus para Hospital Municipal,solicitar_rota
Tem suporte humano?,conversacao_geral
Me ligue mais tarde,desconhecido
Quero assistir um filme agora,desconhecido
asdfghjk,desconhecido
Você é um assistente?,conversacao_geral
Pode conversar comigo?,conversacao_geral
Qual ônibus para Universidade?,solicitar_rota
Reclamação sobre limpeza do veículo,feedback
Próximo ônibus para Estação Sul,solicitar_rota
Me ligue mais tarde,desconhecido
Rota mudou sem aviso,feedback
Sugestão: mais horários no pico,feedback
Mostre notícias de tecnologia,desconhecido
Você fala português?,conversacao_geral
Ônibus muito lotado,feedback
ir de Hortolândia pra Aeroporto,solicitar_rota
Qual itinerário da linha 305?,solicitar_rota
Quero assistir um filme agora,desconhecido
app travando,feedback
rota Estação Norte p Rodoviária,solicitar_rota
Como fazer bolo de cenoura?,desconhecido
Abre o navegador,desconhecido
reclamacao: muito cheio,feedback
Instale esse programa,desconhecido
Motorista foi educado,feedback
Qual o preço do dólar hoje?,desconhecido
Sugestão: mais horários no pico,feedback
onibus atrasou,feedback
Como fazer bolo de cenoura?,desconhecido
Qual seu nome?,conversacao_geral
Qual o preço do dólar hoje?,desconhecido
Valeu,conversacao_geral
app travando,feedback
Você é um assistente?,conversacao_geral
Como fazer bolo de cenoura?,desconhecido
Como vou de Sumaré até Rodoviária?,solicitar_rota
Qual a senha do Wi-Fi?,desconhecido
Próximo ônibus para Rodoviária,solicitar_rota
Estou testando,conversacao_geral
Próximo ônibus para Jardim São Paulo,solicitar_rota
Obrigado!,conversacao_geral
Como funciona você?,conversacao_geral
Como consertar meu computador?,desconhecido
Pode falar comigo?,conversacao_geral
Qual seu objetivo?,conversacao_geral
Próximo ônibus para Estação Sul,solicitar_rota
Tá me ouvindo?,conversacao_geral
Qual o ponto mais perto de Jardim São Paulo?,solicitar_rota
Pode repetir?,conversacao_geral
Quero ir de Vila Nova para Terminal B,solicitar_rota
pode tocar musica,desconhecido
gostei do servico,feedback
onibus atrasou,feedback
Parada sem iluminação,feedback
Mostre notícias de tecnologia,desconhecido
Boa tarde,conversacao_geral
gostei do servico,feedback
Aplicativo travando com frequência,feedback
Me mostra a previsão do tempo de Paris,desconhecido
Que horas passa a linha 808?,solicitar_rota
Qual seu objetivo?,conversacao_geral
O ônibus atrasou 8 minutos,feedback
Qual linha vai para Universidade?,solicitar_rota
Rota do ponto Terminal A ao Praça Matriz,solicitar_rota
Como funciona você?,conversacao_geral
Qual itinerário da linha 701?,solicitar_rota
Qual seu objetivo?,conversacao_geral
Preciso do caminho até Aeroporto,solicitar_rota
Informação do app não confere,feedback
Ar-condicionado não estava funcionando,feedback
como chego em Universidade,solicitar_rota
Me mostra a previsão do tempo de Paris,desconhecido
Pode falar comigo?,conversacao_geral
Motorista não parou no ponto,feedback
app travando,feedback
rota Americana p Jardim São Paulo,solicitar_rota
Motorista não parou no ponto,feedback
Como posso começar a usar?,conversacao_geral
Demora para atualizar horários,feedback
Oi,conversacao_geral
Que horas passa a linha 909?,solicitar_rota
q onibus vai pra Hospital Municipal?,solicitar_rota
Elogio para a linha 101,feedback
Como consertar meu computador?,desconhecido
Como investir em ações?,desconhecido
Preciso do caminho até Centro,solicitar_rota
onibus atrasou,feedback
Ar-condicionado gelando demais,feedback
sudo apt-get install algo,desconhecido
Linha 609 demorou demais,feedback
Como investir em ações?,desconhecido
Tarifa muito alta,feedback
Quem é você?,conversacao_geral
"Olá, tudo bem?",conversacao_geral
Quero sair de Vila Nova e chegar em Rodoviária,solicitar_rota
Saindo de Sumaré indo até Hospital Municipal,solicitar_rota
Como investir em ações?,desconhecido
Banco quebrado no fundo,feedback
Como fazer bolo de cenoura?,desconhecido
Elogio para a linha 701,feedback
Estou testando,conversacao_geral
Aplicativo travando com frequência,feedback
Instale esse programa,desconhecido
Como aprender violão rápido?,desconhecido
Quero assistir um filme agora,desconhecido
Você pode me ajudar?,conversacao_geral
Que horas passa a linha 202?,solicitar_rota
Valeu,conversacao_geral
O que você faz?,conversacao_geral
Que horas passa a linha 609?,solicitar_rota
Traduza isto para francês,desconhecido
O ônibus atrasou 28 minutos,feedback
"Olá, tudo bem?",conversacao_geral
Traduza isto para francês,desconhecido
Oi,conversacao_geral
Tem ônibus Estação Norte -> Jardim São Paulo?,solicitar_rota
Linha 909 demorou demais,feedback
Receita de lasanha,desconhecido
app travando,feedback
Pode falar comigo?,conversacao_geral
Como chego em Rodoviária?,solicitar_rota
Quero assistir um filme agora,desconhecido
Como consertar meu computador?,desconhecido
Como consertar meu computador?,desconhecido
Rota do ponto Campinas ao Estação Sul,solicitar_rota
Você pode me ajudar?,conversacao_geral
Banco quebrado no fundo,feedback
q q é isso,desconhecido
Qual seu nome?,conversacao_geral
Qual o preço do dólar hoje?,desconhecido
Rota mudou sem aviso,feedback
Qual o melhor trajeto para Aeroporto?,solicitar_rota
Quantos planetas existem?,desconhecido
Quero sair de Campinas e chegar em Praça Matriz,solicitar_rota
Oi,conversacao_geral
ir de Americana pra Universidade,solicitar_rota
Traçar rota para Estação Sul,solicitar_rota
Rota mudou sem aviso,feedback
Não entendi,conversacao_geral
Tarifa muito alta,feedback
onibus atrasou,feedback
Qual o resultado do jogo do Brasil?,desconhecido
Me ligue mais tarde,desconhecido
Ar-condicionado gelando demais,feedback
Como funciona você?,conversacao_geral
Me leva para Universidade,solicitar_rota
Como posso começar a usar?,conversacao_geral
Me mostra a rota até Rodoviária,solicitar_rota
sudo apt-get install algo,desconhecido
Como aprender violão rápido?,desconhecido
"Bom dia, tudo certo aí?",conversacao_geral
Não gostei do motorista,feedback
Quero ir de Hortolândia para Jardim São Paulo,solicitar_rota
reclamacao: muito cheio,feedback
Qual linha vai para Praça Matriz?,solicitar_rota
E aí?,conversacao_geral
O que você faz?,conversacao_geral
Me ligue mais tarde,desconhecido
Não gostei do motorista,feedback
Gostei do atendimento,feedback
Rota mudou sem aviso,feedback
Não gostei do motorista,feedback
Mostre notícias de tecnologia,desconhecido
